DeployID,datetime,Latitude,Longitude,Temperature,kst_day,kst_month,c_dist,diff_mm,speed,sum_dist,speed_km_h
234282,2020-08-23T13:50:23Z,33.355,126.7626,,2020-08-23,8,0,0,0,0,0
234282,2020-08-23T13:50:38Z,33.355,126.7626,,2020-08-23,8,0,15,0,0,0
234282,2020-08-23T13:51:53Z,33.355,126.7626,,2020-08-23,8,0,75,0,0,0
234282,2020-08-23T14:20:30Z,33.3475,126.7736,,2020-08-23,8,1320.33587641831,1717,0.768978378810898,1320.33587641831,2.76832216371923
234282,2020-08-24T16:50:29Z,33.1866,126.561,,2020-08-25,8,26690.5227699402,95399,0.279777804483697,28010.8586463585,1.00720009614131
234282,2020-08-24T16:51:59Z,33.1866,126.561,27.5,2020-08-25,8,0,90,0,28010.8586463585,0
234282,2020-08-24T17:22:01Z,33.2246,126.447,29.25,2020-08-25,8,11429.8082449435,1802,6.34284586289875,39440.6668913021,22.8342451064355
234282,2020-08-25T13:20:13Z,33.1834,126.5226,,2020-08-25,8,8403.56963681289,71892,0.116891582329228,47844.236528115,0.420809696385222
234282,2020-08-25T13:21:14Z,33.1834,126.5226,24.2,2020-08-25,8,0,61,0,47844.236528115,0
234282,2020-08-25T13:21:29Z,33.1834,126.5226,,2020-08-25,8,0,15,0,47844.236528115,0
234282,2020-08-25T13:22:59Z,33.1834,126.5226,,2020-08-25,8,0,90,0,47844.236528115,0
234282,2020-08-25T13:23:30Z,33.1834,126.5226,24.9,2020-08-25,8,0,31,0,47844.236528115,0
234282,2020-08-25T13:24:00Z,33.1834,126.5226,25.05,2020-08-25,8,0,30,0,47844.236528115,0
234282,2020-08-25T13:24:15Z,33.1834,126.5226,,2020-08-25,8,0,15,0,47844.236528115,0
234282,2020-08-25T13:24:45Z,33.1834,126.5226,,2020-08-25,8,0,30,0,47844.236528115,0
234282,2020-08-25T13:25:00Z,33.1834,126.5226,,2020-08-25,8,0,15,0,47844.236528115,0
234282,2020-08-25T13:25:15Z,33.1834,126.5226,25.45,2020-08-25,8,0,15,0,47844.236528115,0
234282,2020-08-25T13:25:30Z,33.1834,126.5226,,2020-08-25,8,0,15,0,47844.236528115,0
234282,2020-08-25T13:25:45Z,33.1834,126.5226,,2020-08-25,8,0,15,0,47844.236528115,0
234282,2020-08-25T14:27:50Z,33.1676,126.5692,,2020-08-25,8,4684.63536288755,3725,1.25762023164766,52528.8718910025,4.52743283393159
234282,2020-08-25T14:28:20Z,33.1676,126.5692,,2020-08-25,8,0,30,0,52528.8718910025,0
234282,2020-08-25T14:28:35Z,33.1676,126.5692,,2020-08-25,8,0,15,0,52528.8718910025,0
234282,2020-08-25T14:29:05Z,33.1676,126.5692,26.45,2020-08-25,8,0,30,0,52528.8718910025,0
234282,2020-08-25T14:29:20Z,33.1676,126.5692,,2020-08-25,8,0,15,0,52528.8718910025,0
234282,2020-08-25T14:29:35Z,33.1676,126.5692,,2020-08-25,8,0,15,0,52528.8718910025,0
234282,2020-08-25T14:31:06Z,33.1676,126.5692,,2020-08-25,8,0,91,0,52528.8718910025,0
234282,2020-08-25T15:00:19Z,33.1616,126.5446,26.7,2020-08-26,8,2387.69315475759,1753,1.36206112650176,54916.5650457601,4.90342005540635
234282,2020-08-25T15:00:34Z,33.1616,126.5446,,2020-08-26,8,0,15,0,54916.5650457601,0
234282,2020-08-25T15:01:34Z,33.1616,126.5446,26.95,2020-08-26,8,0,60,0,54916.5650457601,0
234282,2020-08-25T15:01:49Z,33.1616,126.5446,,2020-08-26,8,0,15,0,54916.5650457601,0
234282,2020-08-25T15:03:04Z,33.1616,126.5446,27.15,2020-08-26,8,0,75,0,54916.5650457601,0
234282,2020-08-25T15:03:19Z,33.1616,126.5446,,2020-08-26,8,0,15,0,54916.5650457601,0
234282,2020-08-25T15:03:34Z,33.1616,126.5446,,2020-08-26,8,0,15,0,54916.5650457601,0
234282,2020-08-25T15:03:49Z,33.1616,126.5446,,2020-08-26,8,0,15,0,54916.5650457601,0
234282,2020-08-25T15:04:20Z,33.1616,126.5446,27.2,2020-08-26,8,0,31,0,54916.5650457601,0
234282,2020-08-25T15:04:35Z,33.1616,126.5446,,2020-08-26,8,0,15,0,54916.5650457601,0
234282,2020-08-25T15:05:20Z,33.1616,126.5446,,2020-08-26,8,0,45,0,54916.5650457601,0
234282,2020-08-25T15:05:35Z,33.1616,126.5446,27.35,2020-08-26,8,0,15,0,54916.5650457601,0
234282,2020-08-25T15:05:50Z,33.1616,126.5446,,2020-08-26,8,0,15,0,54916.5650457601,0
234282,2020-08-25T15:59:53Z,33.1647,126.5609,27.65,2020-08-26,8,1557.66126135198,3243,0.480314912535302,56474.2263071121,1.72913368512709
234282,2020-08-25T16:00:24Z,33.1679,126.5259,,2020-08-26,8,0,16,0,59755.0628073322,0
234282,2020-08-25T16:00:55Z,33.1647,126.5609,,2020-08-26,8,0,15,0,63035.8993075523,0
234282,2020-08-25T16:01:25Z,33.1679,126.5259,,2020-08-26,8,0,15,0,66316.7358077724,0
234282,2020-08-25T16:09:52Z,33.1679,126.5259,27.95,2020-08-26,8,0,507,0,66316.7358077724,0
234282,2020-08-25T16:10:37Z,33.1679,126.5259,,2020-08-26,8,0,45,0,66316.7358077724,0
234282,2020-08-25T16:10:53Z,33.1679,126.5259,,2020-08-26,8,0,16,0,66316.7358077724,0
