CATE,SAMP_NM,FASTQ,ASV,TYPE,CLASS_1,CLASS_2,CLASS_3,EXMN_MET,YEAR,MONTH,DATE,SEASON,SAMP_ZONE,SAMP_SAREA,SAMP_SITE,LAT,LON,TEMP,SAL,DO,DO_mg_l,PH,CHL,PE,CHL_10_LU
MIC_GAE,2101.SA.MP01.1E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,1,28,Episodic,SW,신안,자은도,34.88816667,126.0024444,-,31.53,105.1,10.56,7.86,0.56,-,-
MIC_GAE,2101.SA.MP02.1E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,1,28,Episodic,SW,신안,자은도,34.88816667,126.0024444,-,31.53,105.1,10.56,7.86,0.56,-,-
MIC_GAE,2101SA.MP03.1E,HN00163778,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,1,28,Episodic,SW,신안,자은도,34.88816667,126.0024444,-,31.53,105.1,10.56,7.86,0.56,-,-
MIC_GAE,2101.SA.MP04.1E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,1,28,Episodic,SW,신안,자은도,34.88816667,126.0024444,-,31.53,105.1,10.56,7.86,0.56,-,-
MIC_GAE,2101.SA.MP05.1E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,1,28,Episodic,SW,신안,자은도,34.88816667,126.0024444,-,31.53,105.1,10.56,7.86,0.56,-,-
MIC_GAE,2101.SA.MP06.1E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,1,28,Episodic,SW,신안,자은도,34.88816667,126.0024444,-,31.53,105.1,10.56,7.86,0.56,-,-
MIC_GAE,2101SA.MP07.1E,HN00163778,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,1,28,Episodic,SW,신안,자은도,34.88816667,126.0024444,-,31.53,105.1,10.56,7.86,0.56,-,-
MIC_GAE,2101.SA.MP08.1E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,1,28,Episodic,SW,신안,자은도,34.88816667,126.0024444,-,31.53,105.1,10.56,7.86,0.56,-,-
MIC_GAE,2101.SA.MP09.1E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,1,28,Episodic,SW,신안,자은도,34.88816667,126.0024444,-,31.53,105.1,10.56,7.86,0.56,-,-
MIC_GAE,2101.SA.MP10.1E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,1,28,Episodic,SW,신안,자은도,34.88816667,126.0024444,-,31.53,105.1,10.56,7.86,0.56,-,-
MIC_GAE,2101.SA.MP11.1E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,1,28,Episodic,SW,신안,자은도,34.88816667,126.0024444,-,31.53,105.1,10.56,7.86,0.56,-,-
MIC_GAE,2101.SA.MP12.1E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,1,28,Episodic,SW,신안,자은도,34.88816667,126.0024444,-,31.53,105.1,10.56,7.86,0.56,-,-
MIC_GAE,2101.SA.MP13.1E,HN00153488,HN00170405,Plastic,OPL,-,밴드,Field,2021,1,28,Episodic,SW,신안,자은도,34.88816667,126.0024444,-,31.53,105.1,10.56,7.86,0.56,-,-
MIC_GAE,2101.SA.MP14.1E,HN00153488,HN00170405,Plastic,OPL,-,장판,Field,2021,1,28,Episodic,SW,신안,자은도,34.88816667,126.0024444,-,31.53,105.1,10.56,7.86,0.56,-,-
MIC_GAE,2101.SA.MP15.1E,HN00153488,HN00170405,Plastic,OPL,-,슬리퍼,Field,2021,1,28,Episodic,SW,신안,자은도,34.88816667,126.0024444,-,31.53,105.1,10.56,7.86,0.56,-,-
MIC_GAE,2101SA.MP17.1E,HN00163778,HN00170405,Plastic,OPL,-,일회용 포크,Field,2021,1,28,Episodic,SW,신안,자은도,34.88816667,126.0024444,-,31.53,105.1,10.56,7.86,0.56,-,-
MIC_GAE,2101.SA.MP18.1E,HN00153488,HN00170405,Plastic,DFG,CFG,플라스틱 부이,Field,2021,1,28,Episodic,SW,신안,자은도,34.88816667,126.0024444,-,31.53,105.1,10.56,7.86,0.56,-,-
MIC_GAE,2101SA.MP19.1E,HN00163778,HN00170405,Plastic,DFG,CFG,플라스틱 부이,Field,2021,1,28,Episodic,SW,신안,자은도,34.88816667,126.0024444,-,31.53,105.1,10.56,7.86,0.56,-,-
MIC_GAE,2101.SA.MP20.1E,HN00153488,HN00170405,Plastic,DFG,CFG,EPS 부이,Field,2021,1,28,Episodic,SW,신안,자은도,34.88816667,126.0024444,-,31.53,105.1,10.56,7.86,0.56,-,-
MIC_GAE,2101.SA.MP21.1E,HN00153488,HN00170405,Plastic,DFG,CFG,EPS 부이,Field,2021,1,28,Episodic,SW,신안,자은도,34.88816667,126.0024444,-,31.53,105.1,10.56,7.86,0.56,-,-
MIC_GAE,2101.SA.SW.1.E,HN00153488,HN00170405,Seawater,NPL,OTH,주변 해수,Field,2021,1,28,Episodic,SW,신안,자은도,34.88816667,126.0024444,-,31.53,105.1,10.56,7.86,0.56,-,-
MIC_GAE,2101SA.SAR.1E,HN00163778,HN00170405,Plastic,NPL,OTH,괭생이 모자반,Field,2021,1,28,Episodic,SW,신안,자은도,34.88816667,126.0024444,-,31.53,105.1,10.56,7.86,0.56,-,-
MIC_GAE,2103BS.MP01.1.E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,3,29,Spring,SE,부산,영도항,35.09652778,129.0431111,14.195,34.15,102.7,8.53,8.11,1.02,3.71,-
MIC_GAE,2103BS.MP02.1.E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,3,29,Spring,SE,부산,영도항,35.09652778,129.0431111,14.195,34.15,102.7,8.53,8.11,1.02,3.71,-
MIC_GAE,2103BS.MP03.1.E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,3,29,Spring,SE,부산,영도항,35.09652778,129.0431111,14.195,34.15,102.7,8.53,8.11,1.02,3.71,-
MIC_GAE,2103BS.MP04.1.E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,3,29,Spring,SE,부산,영도항,35.09652778,129.0431111,14.195,34.15,102.7,8.53,8.11,1.02,3.71,-
MIC_GAE,2103BS.MP05.1E,HN00163778,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,3,29,Spring,SE,부산,영도항,35.09652778,129.0431111,14.195,34.15,102.7,8.53,8.11,1.02,3.71,-
MIC_GAE,2103BS.MP06.1.E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,3,29,Spring,SE,부산,영도항,35.09652778,129.0431111,14.195,34.15,102.7,8.53,8.11,1.02,3.71,-
MIC_GAE,2103BS.MP07.1.E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,3,29,Spring,SE,부산,영도항,35.09652778,129.0431111,14.195,34.15,102.7,8.53,8.11,1.02,3.71,-
MIC_GAE,2103BS.MP08.1.E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,3,29,Spring,SE,부산,영도항,35.09652778,129.0431111,14.195,34.15,102.7,8.53,8.11,1.02,3.71,-
MIC_GAE,2103BS.MP09.1.E,HN00153488,HN00170405,Plastic,EPS,EPS,스티로폼 조각,Field,2021,3,29,Spring,SE,부산,영도항,35.09652778,129.0431111,14.195,34.15,102.7,8.53,8.11,1.02,3.71,-
MIC_GAE,2103BS.MP10.1.E,HN00153488,HN00170405,Plastic,EPS,EPS,스티로폼 조각,Field,2021,3,29,Spring,SE,부산,영도항,35.09652778,129.0431111,14.195,34.15,102.7,8.53,8.11,1.02,3.71,-
MIC_GAE,2103BS.MP11.1.E,HN00153488,HN00170405,Plastic,NPL,PAP,우유팩,Field,2021,3,29,Spring,SE,부산,영도항,35.09652778,129.0431111,14.195,34.15,102.7,8.53,8.11,1.02,3.71,-
MIC_GAE,2103BS.MP12.1.E,HN00153488,HN00170405,Plastic,PAC,PBS,음료수 파우치,Field,2021,3,29,Spring,SE,부산,영도항,35.09652778,129.0431111,14.195,34.15,102.7,8.53,8.11,1.02,3.71,-
MIC_GAE,2103BS.MP13.1.E,HN00153488,HN00170405,Plastic,PAC,PBS,과자봉지,Field,2021,3,29,Spring,SE,부산,영도항,35.09652778,129.0431111,14.195,34.15,102.7,8.53,8.11,1.02,3.71,-
MIC_GAE,2103BS.MP14.1.E,HN00153488,HN00170405,Plastic,OPL,-,플라스틱 뚜껑,Field,2021,3,29,Spring,SE,부산,영도항,35.09652778,129.0431111,14.195,34.15,102.7,8.53,8.11,1.02,3.71,-
MIC_GAE,2103BS.MP15.1E,HN00163778,HN00170405,Plastic,OPL,-,플라스틱 뚜껑,Field,2021,3,29,Spring,SE,부산,영도항,35.09652778,129.0431111,14.195,34.15,102.7,8.53,8.11,1.02,3.71,-
MIC_GAE,2103BS.MP16.1.E,HN00153488,HN00170405,Plastic,OPL,-,빨대,Field,2021,3,29,Spring,SE,부산,영도항,35.09652778,129.0431111,14.195,34.15,102.7,8.53,8.11,1.02,3.71,-
MIC_GAE,2103BS.MP17.1.E,HN00153488,HN00170405,Plastic,OPL,-,빨대,Field,2021,3,29,Spring,SE,부산,영도항,35.09652778,129.0431111,14.195,34.15,102.7,8.53,8.11,1.02,3.71,-
MIC_GAE,2103BS.SW01.1E,HN00160274,HN00170405,Seawater,NPL,OTH,주변 해수,Field,2021,3,29,Spring,SE,부산,영도항,35.09652778,129.0431111,14.195,34.15,102.7,8.53,8.11,1.02,3.71,-
MIC_GAE,2103BS.SW02.2E,HN00160274,HN00170405,Seawater,NPL,OTH,주변 해수,Field,2021,3,29,Spring,SE,부산,영도항,35.09652778,129.0431111,14.195,34.15,102.7,8.53,8.11,1.02,3.71,-
MIC_GAE,2103BS.MP18.1.E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,3,29,Spring,SE,부산,명지항,35.10608333,128.93075,15.455,9.17,97,9.16,8.13,1,2.43,-
MIC_GAE,2103BS.MP19.1.E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,3,29,Spring,SE,부산,명지항,35.10608333,128.93075,15.455,9.17,97,9.16,8.13,1,2.43,-
MIC_GAE,2103BS.MP20.1.E,HN00153488,HN00170405,Plastic,PAC,PCO,플라스틱 대야,Field,2021,3,29,Spring,SE,부산,명지항,35.10608333,128.93075,15.455,9.17,97,9.16,8.13,1,2.43,-
MIC_GAE,2103BS.MP21.1.E,HN00153488,HN00170405,Plastic,EPS,EPS,스티로폼 조각,Field,2021,3,29,Spring,SE,부산,명지항,35.10608333,128.93075,15.455,9.17,97,9.16,8.13,1,2.43,-
MIC_GAE,2103BS.MP22.1.E,HN00153488,HN00170405,Plastic,EPS,EPS,스티로폼 조각,Field,2021,3,29,Spring,SE,부산,명지항,35.10608333,128.93075,15.455,9.17,97,9.16,8.13,1,2.43,-
MIC_GAE,2103BS.MP23.1.E,HN00153488,HN00170405,Plastic,PAC,PCO,라면용기,Field,2021,3,29,Spring,SE,부산,명지항,35.10608333,128.93075,15.455,9.17,97,9.16,8.13,1,2.43,-
MIC_GAE,2103BS.MP24.1.E,HN00153488,HN00170405,Plastic,PAC,PCO,라면용기,Field,2021,3,29,Spring,SE,부산,명지항,35.10608333,128.93075,15.455,9.17,97,9.16,8.13,1,2.43,-
MIC_GAE,2103BS.MP25.1.E,HN00153488,HN00170405,Plastic,PAC,PBS,포장지,Field,2021,3,29,Spring,SE,부산,명지항,35.10608333,128.93075,15.455,9.17,97,9.16,8.13,1,2.43,-
MIC_GAE,2103BS.MP26.1E,HN00163778,HN00170405,Plastic,PAC,PBS,비닐 조각,Field,2021,3,29,Spring,SE,부산,명지항,35.10608333,128.93075,15.455,9.17,97,9.16,8.13,1,2.43,-
MIC_GAE,2103BS.MP27.1.E,HN00153488,HN00170405,Plastic,NPL,PAP,담배갑,Field,2021,3,29,Spring,SE,부산,명지항,35.10608333,128.93075,15.455,9.17,97,9.16,8.13,1,2.43,-
MIC_GAE,2103BS.MP28.1.E,HN00153488,HN00170405,Plastic,DFG,CFG,로프,Field,2021,3,29,Spring,SE,부산,명지항,35.10608333,128.93075,15.455,9.17,97,9.16,8.13,1,2.43,-
MIC_GAE,2103BS.MP29.1.E,HN00153488,HN00170405,Plastic,OPL,-,빨대,Field,2021,3,29,Spring,SE,부산,명지항,35.10608333,128.93075,15.455,9.17,97,9.16,8.13,1,2.43,-
MIC_GAE,2103MJ.SW01.1E,HN00160274,HN00170405,Seawater,NPL,OTH,주변 해수,Field,2021,3,29,Spring,SE,부산,명지항,35.10608333,128.93075,15.455,9.17,97,9.16,8.13,1,2.43,-
MIC_GAE,2103MJ.SW02.1E,HN00160274,HN00170405,Seawater,NPL,OTH,주변 해수,Field,2021,3,29,Spring,SE,부산,명지항,35.10608333,128.93075,15.455,9.17,97,9.16,8.13,1,2.43,-
MIC_GAE,2103GJ.MP30.1.E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,3,29,Spring,SE,거제,흥남해수욕장,34.96086111,128.7176389,13.791,33.61,117,9.83,8.25,0.16,1.56,-
MIC_GAE,2103GJ.MP31.1.E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,3,29,Spring,SE,거제,흥남해수욕장,34.96086111,128.7176389,13.791,33.61,117,9.83,8.25,0.16,1.56,-
MIC_GAE,2103GJ.MP32.1E,HN00163778,HN00170405,Plastic,PAC,PCO,일회용 용기,Field,2021,3,29,Spring,SE,거제,흥남해수욕장,34.96086111,128.7176389,13.791,33.61,117,9.83,8.25,0.16,1.56,-
MIC_GAE,2103GJ.MP33.1E,HN00163778,HN00170405,Plastic,PAC,PCO,일회용 용기,Field,2021,3,29,Spring,SE,거제,흥남해수욕장,34.96086111,128.7176389,13.791,33.61,117,9.83,8.25,0.16,1.56,-
MIC_GAE,2103GJ.MP34.1.E,HN00153488,HN00170405,Plastic,PAC,PCO,일회용 용기,Field,2021,3,29,Spring,SE,거제,흥남해수욕장,34.96086111,128.7176389,13.791,33.61,117,9.83,8.25,0.16,1.56,-
MIC_GAE,2103GJ.MP35.1.E,HN00153488,HN00170405,Plastic,PAC,PCO,일회용 용기,Field,2021,3,29,Spring,SE,거제,흥남해수욕장,34.96086111,128.7176389,13.791,33.61,117,9.83,8.25,0.16,1.56,-
MIC_GAE,2103GJ.MP36.1E,HN00163778,HN00170405,Plastic,OPL,-,플라스틱 뚜껑,Field,2021,3,29,Spring,SE,거제,흥남해수욕장,34.96086111,128.7176389,13.791,33.61,117,9.83,8.25,0.16,1.56,-
MIC_GAE,2103GJ.MP37.1.E,HN00153488,HN00170405,Plastic,OPL,-,플라스틱 뚜껑,Field,2021,3,29,Spring,SE,거제,흥남해수욕장,34.96086111,128.7176389,13.791,33.61,117,9.83,8.25,0.16,1.56,-
MIC_GAE,2103GJ.MP38.1.E,HN00153488,HN00170405,Plastic,EPS,EPS,스티로폼 조각,Field,2021,3,29,Spring,SE,거제,흥남해수욕장,34.96086111,128.7176389,13.791,33.61,117,9.83,8.25,0.16,1.56,-
MIC_GAE,2103GJ.MP39.1.E,HN00153488,HN00170405,Plastic,EPS,EPS,스티로폼 조각,Field,2021,3,29,Spring,SE,거제,흥남해수욕장,34.96086111,128.7176389,13.791,33.61,117,9.83,8.25,0.16,1.56,-
MIC_GAE,2103GJ.MP40.1.E,HN00153488,HN00170405,Plastic,PAC,PBS,과자봉지,Field,2021,3,29,Spring,SE,거제,흥남해수욕장,34.96086111,128.7176389,13.791,33.61,117,9.83,8.25,0.16,1.56,-
MIC_GAE,2103GJ.MP41.1.E,HN00153488,HN00170405,Plastic,PAC,PBS,과자봉지,Field,2021,3,29,Spring,SE,거제,흥남해수욕장,34.96086111,128.7176389,13.791,33.61,117,9.83,8.25,0.16,1.56,-
MIC_GAE,2103GJ.MP42.1.E,HN00153488,HN00170405,Plastic,PAC,PBS,포장지,Field,2021,3,29,Spring,SE,거제,흥남해수욕장,34.96086111,128.7176389,13.791,33.61,117,9.83,8.25,0.16,1.56,-
MIC_GAE,2103GJ.MP43.1.E,HN00153488,HN00170405,Plastic,PAC,PBS,포장지,Field,2021,3,29,Spring,SE,거제,흥남해수욕장,34.96086111,128.7176389,13.791,33.61,117,9.83,8.25,0.16,1.56,-
MIC_GAE,2103GJ.MP44.1.E,HN00153488,HN00170405,Plastic,DFG,CFG,로프,Field,2021,3,29,Spring,SE,거제,흥남해수욕장,34.96086111,128.7176389,13.791,33.61,117,9.83,8.25,0.16,1.56,-
MIC_GAE,2103GJ.SW01.1E,HN00160274,HN00170405,Seawater,NPL,OTH,주변 해수,Field,2021,3,29,Spring,SE,거제,흥남해수욕장,34.96086111,128.7176389,13.791,33.61,117,9.83,8.25,0.16,1.56,-
MIC_GAE,2103GJ.SW02.1E,HN00160274,HN00170405,Seawater,NPL,OTH,주변 해수,Field,2021,3,29,Spring,SE,거제,흥남해수욕장,34.96086111,128.7176389,13.791,33.61,117,9.83,8.25,0.16,1.56,-
MIC_GAE,2103YS.MP45.1.E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,3,31,Spring,SW,여수,묘도,34.89744444,127.7209722,13.722,31.79,115,9.79,8.09,3.02,4.82,-
MIC_GAE,2103YS.MP46.1E,HN00163778,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,3,31,Spring,SW,여수,묘도,34.89744444,127.7209722,13.722,31.79,115,9.79,8.09,3.02,4.82,-
MIC_GAE,2103YS.MP47.1.E,HN00153488,HN00170405,Plastic,EPS,EPS,스티로폼 조각,Field,2021,3,31,Spring,SW,여수,묘도,34.89744444,127.7209722,13.722,31.79,115,9.79,8.09,3.02,4.82,-
MIC_GAE,2103YS.MP48.1.E,HN00153488,HN00170405,Plastic,EPS,EPS,스티로폼 조각,Field,2021,3,31,Spring,SW,여수,묘도,34.89744444,127.7209722,13.722,31.79,115,9.79,8.09,3.02,4.82,-
MIC_GAE,2103YS.MP49.1.E,HN00153488,HN00170405,Plastic,EPS,EPS,스티로폼 조각,Field,2021,3,31,Spring,SW,여수,묘도,34.89744444,127.7209722,13.722,31.79,115,9.79,8.09,3.02,4.82,-
MIC_GAE,2103YS.MP50.1.E,HN00153488,HN00170405,Plastic,PAC,PBS,비닐봉지,Field,2021,3,31,Spring,SW,여수,묘도,34.89744444,127.7209722,13.722,31.79,115,9.79,8.09,3.02,4.82,-
MIC_GAE,2103YS.MP51.1.E,HN00153488,HN00170405,Plastic,PAC,PBS,비닐봉지,Field,2021,3,31,Spring,SW,여수,묘도,34.89744444,127.7209722,13.722,31.79,115,9.79,8.09,3.02,4.82,-
MIC_GAE,2103YS.MP52.1.E,HN00153488,HN00170405,Plastic,PAC,PBS,라면봉지,Field,2021,3,31,Spring,SW,여수,묘도,34.89744444,127.7209722,13.722,31.79,115,9.79,8.09,3.02,4.82,-
MIC_GAE,2103YS.MP53.1.E,HN00153488,HN00170405,Plastic,PAC,PBS,포장지,Field,2021,3,31,Spring,SW,여수,묘도,34.89744444,127.7209722,13.722,31.79,115,9.79,8.09,3.02,4.82,-
MIC_GAE,2103YS.MP54.1E,HN00163778,HN00170405,Plastic,PAC,PBS,음료수 파우치,Field,2021,3,31,Spring,SW,여수,묘도,34.89744444,127.7209722,13.722,31.79,115,9.79,8.09,3.02,4.82,-
MIC_GAE,2103YS.MP55.1.E,HN00153488,HN00170405,Plastic,PAC,PBS,포장지,Field,2021,3,31,Spring,SW,여수,묘도,34.89744444,127.7209722,13.722,31.79,115,9.79,8.09,3.02,4.82,-
MIC_GAE,2103YS.MP56.1.E,HN00153488,HN00170405,Plastic,DFG,CFG,로프,Field,2021,3,31,Spring,SW,여수,묘도,34.89744444,127.7209722,13.722,31.79,115,9.79,8.09,3.02,4.82,-
MIC_GAE,2103YS.SW01.1E,HN00160274,HN00170405,Seawater,NPL,OTH,주변 해수,Field,2021,3,31,Spring,SW,여수,묘도,34.89744444,127.7209722,13.722,31.79,115,9.79,8.09,3.02,4.82,-
MIC_GAE,2103YS.SW02.1E,HN00160274,HN00170405,Seawater,NPL,OTH,주변 해수,Field,2021,3,31,Spring,SW,여수,묘도,34.89744444,127.7209722,13.722,31.79,115,9.79,8.09,3.02,4.82,-
MIC_GAE,2104MP.MP57.1.E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,4,1,Spring,SW,목포,고하도,34.76538889,126.3731111,11.825,25.77,101.9,9.37,8.03,1.04,3.36,-
MIC_GAE,2104MP.MP58.1.E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,4,1,Spring,SW,목포,고하도,34.76538889,126.3731111,11.825,25.77,101.9,9.37,8.03,1.04,3.36,-
MIC_GAE,2104MP.MP59.1.E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,4,1,Spring,SW,목포,고하도,34.76538889,126.3731111,11.825,25.77,101.9,9.37,8.03,1.04,3.36,-
MIC_GAE,2104MP.MP60.1.E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,4,1,Spring,SW,목포,고하도,34.76538889,126.3731111,11.825,25.77,101.9,9.37,8.03,1.04,3.36,-
MIC_GAE,2104MP.MP61.1.E,HN00153488,HN00170405,Plastic,DFG,CFG,EPS 부이,Field,2021,4,1,Spring,SW,목포,고하도,34.76538889,126.3731111,11.825,25.77,101.9,9.37,8.03,1.04,3.36,-
MIC_GAE,2104MP.MP62.1.E,HN00153488,HN00170405,Plastic,PAC,PBS,비닐봉지,Field,2021,4,1,Spring,SW,목포,고하도,34.76538889,126.3731111,11.825,25.77,101.9,9.37,8.03,1.04,3.36,-
MIC_GAE,2104MP.MP63.1.E,HN00153488,HN00170405,Plastic,PAC,PBS,비닐봉지,Field,2021,4,1,Spring,SW,목포,고하도,34.76538889,126.3731111,11.825,25.77,101.9,9.37,8.03,1.04,3.36,-
MIC_GAE,2104MP.MP64.1.E,HN00153488,HN00170405,Plastic,PAC,PBS,포장지,Field,2021,4,1,Spring,SW,목포,고하도,34.76538889,126.3731111,11.825,25.77,101.9,9.37,8.03,1.04,3.36,-
MIC_GAE,2104MP.MP65.1.E,HN00153488,HN00170405,Plastic,PAC,PCO,일회용 용기,Field,2021,4,1,Spring,SW,목포,고하도,34.76538889,126.3731111,11.825,25.77,101.9,9.37,8.03,1.04,3.36,-
MIC_GAE,2104MP.MP66.1.E,HN00153488,HN00170405,Plastic,PAC,PCO,접착제 통,Field,2021,4,1,Spring,SW,목포,고하도,34.76538889,126.3731111,11.825,25.77,101.9,9.37,8.03,1.04,3.36,-
MIC_GAE,2104MP.MP67.1.E,HN00153488,HN00170405,Plastic,DFG,CFG,로프,Field,2021,4,1,Spring,SW,목포,고하도,34.76538889,126.3731111,11.825,25.77,101.9,9.37,8.03,1.04,3.36,-
MIC_GAE,2104MP.SW01.1E,HN00160274,HN00170405,Seawater,NPL,OTH,주변 해수,Field,2021,4,1,Spring,SW,목포,고하도,34.76538889,126.3731111,11.825,25.77,101.9,9.37,8.03,1.04,3.36,-
MIC_GAE,2104MP.SW02.1E,HN00160274,HN00170405,Seawater,NPL,OTH,주변 해수,Field,2021,4,1,Spring,SW,목포,고하도,34.76538889,126.3731111,11.825,25.77,101.9,9.37,8.03,1.04,3.36,-
MIC_GAE,2104SA.MP68.1.E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,4,1,Spring,SW,신안,자은도,34.88816667,126.0024444,15.022,31.62,104,8.63,6.76,0.04,2.63,-
MIC_GAE,2104SA.MP69.1.E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,4,1,Spring,SW,신안,자은도,34.88816667,126.0024444,15.022,31.62,104,8.63,6.76,0.04,2.63,-
MIC_GAE,2104SA.MP70.1.E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,4,1,Spring,SW,신안,자은도,34.88816667,126.0024444,15.022,31.62,104,8.63,6.76,0.04,2.63,-
MIC_GAE,2104SA.MP71.1.E,HN00153488,HN00170405,Plastic,PAC,PBC,페트병,Field,2021,4,1,Spring,SW,신안,자은도,34.88816667,126.0024444,15.022,31.62,104,8.63,6.76,0.04,2.63,-
MIC_GAE,2104SA.MP72.1.E,HN00153488,HN00170405,Plastic,EPS,EPS,스티로폼 조각,Field,2021,4,1,Spring,SW,신안,자은도,34.88816667,126.0024444,15.022,31.62,104,8.63,6.76,0.04,2.63,-
MIC_GAE,2104SA.MP73.1.E,HN00153488,HN00170405,Plastic,EPS,EPS,스티로폼 조각,Field,2021,4,1,Spring,SW,신안,자은도,34.88816667,126.0024444,15.022,31.62,104,8.63,6.76,0.04,2.63,-
MIC_GAE,2104SA.MP74.1.E,HN00153488,HN00170405,Plastic,EPS,EPS,스티로폼 조각,Field,2021,4,1,Spring,SW,신안,자은도,34.88816667,126.0024444,15.022,31.62,104,8.63,6.76,0.04,2.63,-
MIC_GAE,2104SA.MP75.1.E,HN00153488,HN00170405,Plastic,PAC,PBS,라면봉지,Field,2021,4,1,Spring,SW,신안,자은도,34.88816667,126.0024444,15.022,31.62,104,8.63,6.76,0.04,2.63,-
MIC_GAE,2104SA.MP76.1.E,HN00153488,HN00170405,Plastic,PAC,PBS,포장지,Field,2021,4,1,Spring,SW,신안,자은도,34.88816667,126.0024444,15.022,31.62,104,8.63,6.76,0.04,2.63,-
MIC_GAE,2104SA.MP77.1.E,HN00153488,HN00170405,Plastic,PAC,PCO,일회용 용기,Field,2021,4,1,Spring,SW,신안,자은도,34.88816667,126.0024444,15.022,31.62,104,8.63,6.76,0.04,2.63,-
MIC_GAE,2104SA.MP78.1.E,HN00153488,HN00170405,Plastic,PAC,PCO,일회용 용기,Field,2021,4,1,Spring,SW,신안,자은도,34.88816667,126.0024444,15.022,31.62,104,8.63,6.76,0.04,2.63,-
MIC_GAE,2104SA.MP79.1.E,HN00153488,HN00170405,Plastic,PAC,PCO,일회용 용기,Field,2021,4,1,Spring,SW,신안,자은도,34.88816667,126.0024444,15.022,31.62,104,8.63,6.76,0.04,2.63,-
MIC_GAE,2104SA.MP80.1.E,HN00153488,HN00170405,Plastic,PAC,PCO,일회용 용기,Field,2021,4,1,Spring,SW,신안,자은도,34.88816667,126.0024444,15.022,31.62,104,8.63,6.76,0.04,2.63,-
MIC_GAE,2104SA.MP81.1.E,HN00153488,HN00170405,Plastic,PAC,PCO,용기뚜껑,Field,2021,4,1,Spring,SW,신안,자은도,34.88816667,126.0024444,15.022,31.62,104,8.63,6.76,0.04,2.63,-
MIC_GAE,2104SA.MP82.1E,HN00163778,HN00170405,Plastic,OPL,-,일회용 수저,Field,2021,4,1,Spring,SW,신안,자은도,34.88816667,126.0024444,15.022,31.62,104,8.63,6.76,0.04,2.63,-
MIC_GAE,2104SA.MP83.1.E,HN00153488,HN00170405,Plastic,DFG,CFG,플라스틱 부이,Field,2021,4,1,Spring,SW,신안,자은도,34.88816667,126.0024444,15.022,31.62,104,8.63,6.76,0.04,2.63,-
MIC_GAE,2104SA.MP84.1.E,HN00153488,HN00170405,Plastic,DFG,CFG,플라스틱 부이,Field,2021,4,1,Spring,SW,신안,자은도,34.88816667,126.0024444,15.022,31.62,104,8.63,6.76,0.04,2.63,-
MIC_GAE,2104SA.MP85.1.E,HN00153488,HN00170405,Plastic,DFG,CFG,로프,Field,2021,4,1,Spring,SW,신안,자은도,34.88816667,126.0024444,15.022,31.62,104,8.63,6.76,0.04,2.63,-
MIC_GAE,2104SA.SW01.1E,HN00160274,HN00170405,Seawater,NPL,OTH,주변 해수,Field,2021,4,1,Spring,SW,신안,자은도,34.88816667,126.0024444,15.022,31.62,104,8.63,6.76,0.04,2.63,-
MIC_GAE,2104SA.SW02.1E,HN00160274,HN00170405,Seawater,NPL,OTH,주변 해수,Field,2021,4,1,Spring,SW,신안,자은도,34.88816667,126.0024444,15.022,31.62,104,8.63,6.76,0.04,2.63,-
